student_id,event_type,event_date,term,enrollment_status,second_year_ret_flag
4baf52b2-2de,application,2021-02-02,Fall 2021,,
4baf52b2-2de,acceptance,2021-04-06,Fall 2021,,
4baf52b2-2de,enrollment,2021-08-24,Fall 2021,full-time,1.0
841643bf-842,application,2019-12-07,Fall 2020,,
841643bf-842,acceptance,2020-03-03,Fall 2020,,
841643bf-842,enrollment,2020-08-28,Fall 2020,full-time,1.0
ed331126-d16,application,2018-11-09,Fall 2019,,
ed331126-d16,acceptance,2019-01-05,Fall 2019,,
ed331126-d16,enrollment,2019-08-27,Fall 2019,full-time,1.0
5e4281c5-0c0,application,2019-11-05,Fall 2020,,
5e4281c5-0c0,acceptance,2020-01-28,Fall 2020,,
5e4281c5-0c0,enrollment,2020-08-26,Fall 2020,full-time,1.0
3ca96409-0e7,application,2020-01-19,Fall 2020,,
3ca96409-0e7,acceptance,2020-03-20,Fall 2020,,
3ca96409-0e7,enrollment,2020-08-23,Fall 2020,full-time,1.0
7bbc4f14-18e,application,2021-03-15,Fall 2021,,
7bbc4f14-18e,acceptance,2021-04-27,Fall 2021,,
7bbc4f14-18e,enrollment,2021-08-16,Fall 2021,full-time,1.0
07aaf225-fd5,application,2019-11-14,Fall 2020,,
07aaf225-fd5,acceptance,2020-01-26,Fall 2020,,
07aaf225-fd5,enrollment,2020-08-31,Fall 2020,full-time,1.0
7bde9d71-fd1,application,2020-10-06,Fall 2021,,
7bde9d71-fd1,acceptance,2020-11-25,Fall 2021,,
7bde9d71-fd1,enrollment,2021-09-10,Fall 2021,full-time,1.0
8e7fbe05-f4c,application,2019-11-26,Fall 2020,,
8e7fbe05-f4c,acceptance,2020-02-07,Fall 2020,,
8e7fbe05-f4c,enrollment,2020-09-08,Fall 2020,part-time,1.0
72d3a744-8c2,application,2018-12-11,Fall 2019,,
72d3a744-8c2,acceptance,2019-02-11,Fall 2019,,
72d3a744-8c2,enrollment,2019-09-09,Fall 2019,full-time,1.0
f2939210-0c8,application,2019-12-06,Fall 2020,,
f2939210-0c8,acceptance,2020-01-16,Fall 2020,,
f2939210-0c8,enrollment,2020-09-08,Fall 2020,full-time,1.0
179e5659-007,application,2020-10-27,Fall 2021,,
179e5659-007,acceptance,2021-01-24,Fall 2021,,
179e5659-007,enrollment,2021-09-09,Fall 2021,full-time,0.0
179e5659-007,withdrawal,2022-01-30,Spring 2022,not_enrolled,0.0
34477ad3-e43,application,2021-01-17,Fall 2021,,
34477ad3-e43,acceptance,2021-04-13,Fall 2021,,
34477ad3-e43,enrollment,2021-09-11,Fall 2021,full-time,0.0
34477ad3-e43,withdrawal,2022-01-04,Spring 2022,not_enrolled,0.0
76a6c97c-20b,application,2018-11-26,Fall 2019,,
76a6c97c-20b,acceptance,2018-12-31,Fall 2019,,
76a6c97c-20b,enrollment,2019-09-05,Fall 2019,full-time,1.0
650c7894-55d,application,2020-01-01,Fall 2020,,
650c7894-55d,acceptance,2020-03-30,Fall 2020,,
650c7894-55d,enrollment,2020-08-22,Fall 2020,part-time,1.0
5e1a56d5-c88,application,2021-03-03,Fall 2021,,
5e1a56d5-c88,acceptance,2021-04-04,Fall 2021,,
5e1a56d5-c88,enrollment,2021-09-05,Fall 2021,full-time,1.0
c82bed53-4e6,application,2020-03-17,Fall 2020,,
c82bed53-4e6,acceptance,2020-06-01,Fall 2020,,
c82bed53-4e6,enrollment,2020-08-15,Fall 2020,full-time,1.0
8faf4d40-c2c,application,2027-06-15,Fall 2019,,
8faf4d40-c2c,acceptance,2019-04-12,Fall 2019,,
8faf4d40-c2c,enrollment,2019-08-15,Fall 2019,part-time,0.0
8faf4d40-c2c,withdrawal,2020-06-19,Spring 2020,not_enrolled,0.0
08031397-e0a,application,2018-10-09,Fall 2019,,
08031397-e0a,acceptance,2018-11-20,Fall 2019,,
08031397-e0a,enrollment,2019-08-25,Fall 2019,full-time,1.0
9d10be30-e53,application,2019-01-27,Fall 2019,,
9d10be30-e53,acceptance,2019-03-09,Fall 2019,,
9d10be30-e53,enrollment,2019-09-01,Fall 2019,full-time,1.0
b1f37be4-3a6,application,2020-03-25,Fall 2020,,
b1f37be4-3a6,acceptance,2020-05-29,Fall 2020,,
b1f37be4-3a6,enrollment,2020-08-20,Fall 2020,full-time,1.0
746e53d9-0da,application,2020-01-22,Fall 2020,,
746e53d9-0da,acceptance,2020-03-13,Fall 2020,,
746e53d9-0da,enrollment,2020-08-24,Fall 2020,full-time,1.0
598456e9-b10,application,2018-11-09,Fall 2019,,
598456e9-b10,acceptance,2019-01-01,Fall 2019,,
598456e9-b10,enrollment,2019-09-01,Fall 2019,full-time,1.0
7e65167b-aa2,application,2019-03-24,Fall 2019,,
7e65167b-aa2,acceptance,2019-05-07,Fall 2019,,
7e65167b-aa2,enrollment,2019-09-12,Fall 2019,part-time,1.0
7884c4ba-509,application,2018-12-14,Fall 2019,,
7884c4ba-509,acceptance,2019-01-16,Fall 2019,,
7884c4ba-509,enrollment,2019-08-29,Fall 2019,part-time,1.0
c1ad8313-212,application,2019-10-25,Fall 2020,,
c1ad8313-212,acceptance,2020-01-04,Fall 2020,,
c1ad8313-212,enrollment,2020-08-21,Fall 2020,full-time,1.0
5644f880-97e,application,2020-01-20,Fall 2020,,
5644f880-97e,acceptance,2020-04-09,Fall 2020,,
5644f880-97e,enrollment,2020-08-20,Fall 2020,part-time,0.0
5644f880-97e,withdrawal,2021-01-03,Spring 2021,not_enrolled,0.0
6573be11-882,application,2021-01-02,Fall 2021,,
6573be11-882,acceptance,2021-02-16,Fall 2021,,
6573be11-882,enrollment,2021-08-31,Fall 2021,full-time,1.0
97cb6194-6c3,application,2019-03-15,Fall 2019,,
97cb6194-6c3,acceptance,2019-05-16,Fall 2019,,
97cb6194-6c3,enrollment,2019-08-18,Fall 2019,full-time,0.0
97cb6194-6c3,withdrawal,2020-05-21,Spring 2020,not_enrolled,0.0
247ea692-a3a,application,2018-11-28,Fall 2019,,
247ea692-a3a,acceptance,2018-12-31,Fall 2019,,
247ea692-a3a,enrollment,2019-08-23,Fall 2019,full-time,1.0
cc8c7de0-f80,application,2021-01-19,Fall 2021,,
cc8c7de0-f80,acceptance,2021-02-24,Fall 2021,,
cc8c7de0-f80,enrollment,2021-08-22,Fall 2021,full-time,1.0
41794243-0d7,application,2019-12-30,Fall 2020,,
41794243-0d7,acceptance,2020-02-08,Fall 2020,,
41794243-0d7,enrollment,2020-09-06,Fall 2020,part-time,1.0
3f426cb5-614,application,2020-10-17,Fall 2021,,
3f426cb5-614,acceptance,2020-11-20,Fall 2021,,
3f426cb5-614,enrollment,2021-09-04,Fall 2021,full-time,1.0
479629c5-360,application,2018-11-08,Fall 2019,,
479629c5-360,acceptance,2018-12-14,Fall 2019,,
479629c5-360,enrollment,2019-09-11,Fall 2019,full-time,1.0
b57497c0-157,application,2021-03-13,Fall 2021,,
b57497c0-157,acceptance,2021-05-23,Fall 2021,,
b57497c0-157,enrollment,2021-09-08,Fall 2021,part-time,1.0
546d8bbe-ef5,application,2019-10-26,Fall 2020,,
546d8bbe-ef5,acceptance,2020-01-07,Fall 2020,,
546d8bbe-ef5,enrollment,2020-08-26,Fall 2020,full-time,0.0
546d8bbe-ef5,withdrawal,2021-01-26,Spring 2021,not_enrolled,0.0
1bf782cc-fda,application,2020-03-18,Fall 2020,,
1bf782cc-fda,acceptance,2020-04-24,Fall 2020,,
1bf782cc-fda,enrollment,2020-09-02,Fall 2020,full-time,1.0
0bfef8bc-f44,application,2018-11-24,Fall 2019,,
0bfef8bc-f44,acceptance,2019-01-08,Fall 2019,,
0bfef8bc-f44,enrollment,2019-09-01,Fall 2019,full-time,1.0
e3ff010a-474,application,2019-11-19,Fall 2020,,
e3ff010a-474,acceptance,2020-01-04,Fall 2020,,
e3ff010a-474,enrollment,2020-08-24,Fall 2020,full-time,1.0
a323b319-794,application,2018-12-01,Fall 2019,,
a323b319-794,acceptance,2019-02-28,Fall 2019,,
a323b319-794,enrollment,2019-09-02,Fall 2019,part-time,1.0
cfda5116-182,application,2020-11-20,Fall 2021,,
cfda5116-182,acceptance,2021-02-10,Fall 2021,,
cfda5116-182,enrollment,2021-08-25,Fall 2021,full-time,1.0
c06368d5-86f,application,2019-02-24,Fall 2019,,
c06368d5-86f,acceptance,2019-04-28,Fall 2019,,
c06368d5-86f,enrollment,2019-08-30,Fall 2019,full-time,0.0
c06368d5-86f,withdrawal,2020-01-25,Spring 2020,not_enrolled,0.0
1b40a6aa-fe4,application,2019-01-04,Fall 2019,,
1b40a6aa-fe4,acceptance,2019-02-27,Fall 2019,,
1b40a6aa-fe4,enrollment,2019-09-12,Fall 2019,full-time,1.0
43e2bdd7-454,application,2021-02-04,Fall 2021,,
43e2bdd7-454,acceptance,2021-03-15,Fall 2021,,
43e2bdd7-454,enrollment,2021-09-07,Fall 2021,part-time,0.0
43e2bdd7-454,withdrawal,2022-05-31,Spring 2022,not_enrolled,0.0
4802d768-293,application,2020-10-27,Fall 2021,,
4802d768-293,acceptance,2021-01-20,Fall 2021,,
4802d768-293,enrollment,2021-08-23,Fall 2021,part-time,1.0
c99d27f9-1b4,application,2019-01-19,Fall 2019,,
c99d27f9-1b4,acceptance,2019-03-12,Fall 2019,,
c99d27f9-1b4,enrollment,2019-09-06,Fall 2019,part-time,1.0
44e221c3-110,application,2018-11-01,Fall 2019,,
44e221c3-110,acceptance,2019-01-17,Fall 2019,,
44e221c3-110,enrollment,2019-09-01,Fall 2019,part-time,0.0
44e221c3-110,withdrawal,2020-01-27,Spring 2020,not_enrolled,0.0
2ca45d03-4ce,application,2020-02-06,Fall 2020,,
2ca45d03-4ce,acceptance,2020-05-05,Fall 2020,,
2ca45d03-4ce,enrollment,2020-08-16,Fall 2020,full-time,1.0
ad574da0-c2d,application,2019-10-31,Fall 2020,,
ad574da0-c2d,acceptance,2020-01-20,Fall 2020,,
ad574da0-c2d,enrollment,2020-08-25,Fall 2020,full-time,1.0
2e0870db-74f,application,2019-02-17,Fall 2019,,
2e0870db-74f,acceptance,2019-05-12,Fall 2019,,
2e0870db-74f,enrollment,2019-09-12,Fall 2019,full-time,1.0
0bbd41ed-fb6,application,2021-03-07,Fall 2021,,
0bbd41ed-fb6,acceptance,2021-04-23,Fall 2021,,
0bbd41ed-fb6,enrollment,2021-08-19,Fall 2021,full-time,1.0
f27d08e6-c0f,application,2020-03-19,Fall 2020,,
f27d08e6-c0f,acceptance,2020-05-15,Fall 2020,,
f27d08e6-c0f,enrollment,2020-08-30,Fall 2020,full-time,0.0
f27d08e6-c0f,withdrawal,2021-06-07,Spring 2021,not_enrolled,0.0
01733e4a-722,application,2018-11-28,Fall 2019,,
01733e4a-722,acceptance,2019-01-26,Fall 2019,,
01733e4a-722,enrollment,2019-08-27,Fall 2019,full-time,0.0
01733e4a-722,withdrawal,2020-04-13,Spring 2020,not_enrolled,0.0
3d41214a-247,application,2019-03-09,Fall 2019,,
3d41214a-247,acceptance,2019-05-29,Fall 2019,,
3d41214a-247,enrollment,2019-09-03,Fall 2019,part-time,1.0
e7a1df26-9a5,application,2019-11-13,Fall 2020,,
e7a1df26-9a5,acceptance,2020-02-03,Fall 2020,,
e7a1df26-9a5,enrollment,2020-08-27,Fall 2020,full-time,0.0
e7a1df26-9a5,withdrawal,2021-04-07,Spring 2021,not_enrolled,0.0
1656ede9-9aa,application,2019-02-01,Fall 2019,,
1656ede9-9aa,acceptance,2019-03-17,Fall 2019,,
1656ede9-9aa,enrollment,2019-08-16,Fall 2019,full-time,1.0
4b103fd4-fcc,application,2018-11-24,Fall 2019,,
4b103fd4-fcc,acceptance,2019-01-14,Fall 2019,,
4b103fd4-fcc,enrollment,2019-08-21,Fall 2019,full-time,0.0
4b103fd4-fcc,withdrawal,2020-01-08,Spring 2020,not_enrolled,0.0
2dc934f4-c08,application,2020-01-15,Fall 2020,,
2dc934f4-c08,acceptance,2020-04-08,Fall 2020,,
2dc934f4-c08,enrollment,2020-08-25,Fall 2020,full-time,1.0
3b36de5f-1f6,application,2019-12-27,Fall 2020,,
3b36de5f-1f6,acceptance,2020-02-05,Fall 2020,,
3b36de5f-1f6,enrollment,2020-08-17,Fall 2020,full-time,1.0
6306f9b4-f78,application,2018-12-25,Fall 2019,,
6306f9b4-f78,acceptance,2019-02-20,Fall 2019,,
6306f9b4-f78,enrollment,2019-09-07,Fall 2019,full-time,0.0
6306f9b4-f78,withdrawal,2020-03-01,Spring 2020,not_enrolled,0.0
0a84a3e3-24e,application,2020-01-02,Fall 2020,,
0a84a3e3-24e,acceptance,2020-02-28,Fall 2020,,
0a84a3e3-24e,enrollment,2020-08-29,Fall 2020,full-time,1.0
b28a7dc6-9d8,application,2020-10-18,Fall 2021,,
b28a7dc6-9d8,acceptance,2020-12-20,Fall 2021,,
b28a7dc6-9d8,enrollment,2021-08-15,Fall 2021,full-time,0.0
99a3a413-1f8,application,2020-10-20,Fall 2021,,
99a3a413-1f8,acceptance,2020-11-20,Fall 2021,,
99a3a413-1f8,enrollment,2021-08-28,Fall 2021,full-time,1.0
f8775fea-9c9,application,2021-02-08,Fall 2021,,
f8775fea-9c9,acceptance,2021-04-08,Fall 2021,,
f8775fea-9c9,enrollment,2021-09-04,Fall 2021,part-time,1.0
fe8fdbb5-d15,application,2019-03-20,Fall 2019,,
fe8fdbb5-d15,acceptance,2019-04-30,Fall 2019,,
fe8fdbb5-d15,enrollment,2019-08-31,Fall 2019,full-time,0.0
fe8fdbb5-d15,withdrawal,2020-04-09,Spring 2020,not_enrolled,0.0
b714ae64-382,application,2021-01-17,Fall 2021,,
b714ae64-382,acceptance,2021-04-16,Fall 2021,,
b714ae64-382,enrollment,2021-09-03,Fall 2021,part-time,1.0
4153aba9-380,application,2019-02-13,Fall 2019,,
4153aba9-380,acceptance,2019-04-24,Fall 2019,,
4153aba9-380,enrollment,2019-08-18,Fall 2019,full-time,1.0
29ec8b2d-e18,application,2020-03-12,Fall 2020,,
29ec8b2d-e18,acceptance,2020-04-24,Fall 2020,,
29ec8b2d-e18,enrollment,2020-09-13,Fall 2020,full-time,1.0
6f719f82-44f,application,2021-01-04,Fall 2021,,
6f719f82-44f,acceptance,2021-02-09,Fall 2021,,
6f719f82-44f,enrollment,2021-09-03,Fall 2021,full-time,0.0
6f719f82-44f,withdrawal,2022-03-02,Spring 2022,not_enrolled,0.0
78f92bb8-2ed,application,2019-11-22,Fall 2020,,
78f92bb8-2ed,acceptance,2020-02-19,Fall 2020,,
78f92bb8-2ed,enrollment,2020-09-09,Fall 2020,full-time,1.0
abc1c607-0ef,application,2020-10-11,Fall 2021,,
abc1c607-0ef,acceptance,2020-11-30,Fall 2021,,
abc1c607-0ef,enrollment,2021-08-17,Fall 2021,full-time,0.0
1b1d9be7-f3e,application,2018-12-31,Fall 2019,,
1b1d9be7-f3e,acceptance,2019-03-16,Fall 2019,,
1b1d9be7-f3e,enrollment,2019-08-18,Fall 2019,full-time,1.0
b465a3a8-ffc,application,2018-10-04,Fall 2019,,
b465a3a8-ffc,acceptance,2018-11-03,Fall 2019,,
b465a3a8-ffc,enrollment,2019-08-15,Fall 2019,part-time,1.0
fa6f8850-1fd,application,2019-02-03,Fall 2019,,
fa6f8850-1fd,acceptance,2019-03-28,Fall 2019,,
fa6f8850-1fd,enrollment,2019-09-03,Fall 2019,full-time,0.0
92459e5a-dbe,application,2018-10-05,Fall 2019,,
92459e5a-dbe,acceptance,2018-11-05,Fall 2019,,
92459e5a-dbe,enrollment,2019-08-19,Fall 2019,part-time,1.0
e213dd9c-4a7,application,2018-12-29,Fall 2019,,
e213dd9c-4a7,acceptance,2019-02-21,Fall 2019,,
e213dd9c-4a7,enrollment,2019-09-05,Fall 2019,part-time,1.0
94e2a9e9-c5f,application,2019-03-05,Fall 2019,,
94e2a9e9-c5f,acceptance,2019-05-12,Fall 2019,,
94e2a9e9-c5f,enrollment,2019-09-09,Fall 2019,full-time,1.0
c954542b-463,application,2018-10-15,Fall 2019,,
c954542b-463,acceptance,2018-12-07,Fall 2019,,
c954542b-463,enrollment,2019-08-28,Fall 2019,full-time,0.0
c954542b-463,withdrawal,2020-02-20,Spring 2020,not_enrolled,0.0
722df161-a07,application,2018-11-05,Fall 2019,,
722df161-a07,acceptance,2018-12-10,Fall 2019,,
722df161-a07,enrollment,2019-09-04,Fall 2019,full-time,0.0
722df161-a07,withdrawal,2020-01-21,Spring 2020,not_enrolled,0.0
579750a2-9c7,application,2021-02-23,Fall 2021,,
579750a2-9c7,acceptance,2021-04-19,Fall 2021,,
579750a2-9c7,enrollment,2021-08-20,Fall 2021,full-time,1.0
50b72542-5d4,application,2020-02-21,Fall 2020,,
50b72542-5d4,acceptance,2020-05-07,Fall 2020,,
50b72542-5d4,enrollment,2020-09-11,Fall 2020,full-time,1.0
5e401be7-fd1,application,2019-02-17,Fall 2019,,
5e401be7-fd1,acceptance,2019-04-23,Fall 2019,,
5e401be7-fd1,enrollment,2019-09-12,Fall 2019,part-time,1.0
640764a3-ae2,application,2018-10-20,Fall 2019,,
640764a3-ae2,acceptance,2018-11-25,Fall 2019,,
640764a3-ae2,enrollment,2019-09-10,Fall 2019,full-time,0.0
640764a3-ae2,withdrawal,2020-05-20,Spring 2020,not_enrolled,0.0
7bced437-0d0,application,2020-03-27,Fall 2020,,
7bced437-0d0,acceptance,2020-05-31,Fall 2020,,
7bced437-0d0,enrollment,2020-08-28,Fall 2020,full-time,1.0
88091cdd-695,application,2019-10-26,Fall 2020,,
88091cdd-695,acceptance,2027-06-15,Fall 2020,,
88091cdd-695,enrollment,2020-08-24,Fall 2020,full-time,1.0
b329cc42-986,application,2021-02-01,Fall 2021,,
b329cc42-986,acceptance,2021-04-15,Fall 2021,,
b329cc42-986,enrollment,2021-08-29,Fall 2021,full-time,1.0
a359816d-b17,application,2019-03-08,Fall 2019,,
a359816d-b17,acceptance,2019-05-27,Fall 2019,,
a359816d-b17,enrollment,2019-08-23,Fall 2019,full-time,1.0
e1067624-0dd,application,2021-03-04,Fall 2021,,
e1067624-0dd,acceptance,2021-05-12,Fall 2021,,
e1067624-0dd,enrollment,2021-08-27,Fall 2021,full-time,0.0
e1067624-0dd,withdrawal,2022-03-18,Spring 2022,not_enrolled,0.0
71c0dd76-d78,application,2018-10-11,Fall 2019,,
71c0dd76-d78,acceptance,2018-11-30,Fall 2019,,
71c0dd76-d78,enrollment,2019-08-22,Fall 2019,full-time,1.0
c16a3f07-ddc,application,2021-02-14,Fall 2021,,
c16a3f07-ddc,acceptance,2021-04-18,Fall 2021,,
c16a3f07-ddc,enrollment,2021-08-25,Fall 2021,full-time,1.0
2280218c-4ef,application,2020-01-15,Fall 2020,,
2280218c-4ef,acceptance,2020-03-11,Fall 2020,,
2280218c-4ef,enrollment,2020-08-31,Fall 2020,full-time,1.0
4adabe85-9b8,application,2020-10-22,Fall 2021,,
4adabe85-9b8,acceptance,2020-12-31,Fall 2021,,
4adabe85-9b8,enrollment,2021-08-20,Fall 2021,full-time,0.0
4adabe85-9b8,withdrawal,2022-01-27,Spring 2022,not_enrolled,0.0
f7449fa8-776,application,2018-10-28,Fall 2019,,
f7449fa8-776,acceptance,2018-12-23,Fall 2019,,
f7449fa8-776,enrollment,2019-08-15,Fall 2019,full-time,1.0
ea1a197a-0ef,application,2021-01-19,Fall 2021,,
ea1a197a-0ef,acceptance,2021-03-07,Fall 2021,,
ea1a197a-0ef,enrollment,2021-08-22,Fall 2021,full-time,1.0
343f4367-be5,application,2021-02-12,Fall 2021,,
343f4367-be5,acceptance,2021-04-20,Fall 2021,,
343f4367-be5,enrollment,2021-08-20,Fall 2021,full-time,1.0
7c61a5b6-8e7,application,2019-02-12,Fall 2019,,
7c61a5b6-8e7,acceptance,2019-05-02,Fall 2019,,
7c61a5b6-8e7,enrollment,2019-09-03,Fall 2019,full-time,1.0
11f395f4-eda,application,2020-03-15,Fall 2020,,
11f395f4-eda,acceptance,2020-04-25,Fall 2020,,
11f395f4-eda,enrollment,2020-08-23,Fall 2020,full-time,1.0
b51946df-353,application,2018-12-01,Fall 2019,,
b51946df-353,acceptance,2019-02-11,Fall 2019,,
b51946df-353,enrollment,2019-09-11,Fall 2019,full-time,0.0
b51946df-353,withdrawal,2020-01-28,Spring 2020,not_enrolled,0.0
bcce9991-8d4,application,2020-10-14,Fall 2021,,
bcce9991-8d4,acceptance,2021-01-02,Fall 2021,,
bcce9991-8d4,enrollment,2021-08-16,Fall 2021,full-time,1.0
4476bdc8-92a,application,2019-12-06,Fall 2020,,
4476bdc8-92a,acceptance,2020-02-16,Fall 2020,,
4476bdc8-92a,enrollment,2020-08-20,Fall 2020,full-time,1.0
bcdf5b5e-dbc,application,2019-02-24,Fall 2019,,
bcdf5b5e-dbc,acceptance,2019-05-20,Fall 2019,,
bcdf5b5e-dbc,enrollment,2019-08-21,Fall 2019,full-time,0.0
934882f0-5e7,application,2020-03-04,Fall 2020,,
934882f0-5e7,acceptance,2020-05-26,Fall 2020,,
934882f0-5e7,enrollment,2020-08-22,Fall 2020,full-time,1.0
9bb2c4b5-689,application,2020-02-06,Fall 2020,,
9bb2c4b5-689,acceptance,2020-03-13,Fall 2020,,
9bb2c4b5-689,enrollment,2020-08-24,Fall 2020,full-time,1.0
cebbe0c4-d0b,application,2020-02-25,Fall 2020,,
cebbe0c4-d0b,acceptance,2020-04-27,Fall 2020,,
cebbe0c4-d0b,enrollment,2020-08-28,Fall 2020,full-time,1.0
dd86bfa4-33f,application,2020-03-06,Fall 2020,,
dd86bfa4-33f,acceptance,2020-04-23,Fall 2020,,
dd86bfa4-33f,enrollment,2020-09-03,Fall 2020,full-time,1.0
3c065810-975,application,2019-11-27,Fall 2020,,
3c065810-975,acceptance,2020-01-08,Fall 2020,,
3c065810-975,enrollment,2020-08-24,Fall 2020,full-time,0.0
3c065810-975,withdrawal,2021-05-07,Spring 2021,not_enrolled,0.0
6addbb3d-c75,application,2020-10-31,Fall 2021,,
6addbb3d-c75,acceptance,2020-12-01,Fall 2021,,
6addbb3d-c75,enrollment,2021-08-30,Fall 2021,full-time,0.0
6addbb3d-c75,withdrawal,2022-03-19,Spring 2022,not_enrolled,0.0
b3995b06-c38,application,2019-02-06,Fall 2019,,
b3995b06-c38,acceptance,2019-03-14,Fall 2019,,
b3995b06-c38,enrollment,2019-08-22,Fall 2019,part-time,1.0
1e684841-4bc,application,2018-11-12,Fall 2019,,
1e684841-4bc,acceptance,2019-01-19,Fall 2019,,
1e684841-4bc,enrollment,2019-08-23,Fall 2019,full-time,1.0
446585f8-ab7,application,2019-01-11,Fall 2019,,
446585f8-ab7,acceptance,2019-02-18,Fall 2019,,
446585f8-ab7,enrollment,2019-08-15,Fall 2019,full-time,1.0
989f19bc-2c1,application,2018-12-31,Fall 2019,,
989f19bc-2c1,acceptance,2019-03-08,Fall 2019,,
989f19bc-2c1,enrollment,2019-09-10,Fall 2019,full-time,1.0
a3fcb5e5-da2,application,2019-01-15,Fall 2019,,
a3fcb5e5-da2,acceptance,2019-03-02,Fall 2019,,
a3fcb5e5-da2,enrollment,2019-09-11,Fall 2019,full-time,1.0
8ee72c58-86a,application,2020-12-30,Fall 2021,,
8ee72c58-86a,acceptance,2021-03-20,Fall 2021,,
8ee72c58-86a,enrollment,2021-08-22,Fall 2021,full-time,0.0
8ee72c58-86a,withdrawal,2022-04-25,Spring 2022,not_enrolled,0.0
21ff80cc-5a5,application,2018-11-26,Fall 2019,,
21ff80cc-5a5,acceptance,2019-02-05,Fall 2019,,
21ff80cc-5a5,enrollment,2019-09-11,Fall 2019,full-time,0.0
76c1fea0-671,application,2018-10-27,Fall 2019,,
76c1fea0-671,acceptance,2018-12-16,Fall 2019,,
76c1fea0-671,enrollment,2019-08-22,Fall 2019,full-time,0.0
76c1fea0-671,withdrawal,2020-02-28,Spring 2020,not_enrolled,0.0
e74f4191-3ea,application,2020-11-06,Fall 2021,,
e74f4191-3ea,acceptance,2021-01-15,Fall 2021,,
e74f4191-3ea,enrollment,2021-08-16,Fall 2021,full-time,1.0
425f7870-8a2,application,2021-03-24,Fall 2021,,
425f7870-8a2,acceptance,2021-05-14,Fall 2021,,
425f7870-8a2,enrollment,2021-09-09,Fall 2021,full-time,1.0
45938f37-96f,application,2019-02-05,Fall 2019,,
45938f37-96f,acceptance,2019-03-30,Fall 2019,,
45938f37-96f,enrollment,2019-09-06,Fall 2019,full-time,1.0
fc398251-f26,application,2020-10-22,Fall 2021,,
fc398251-f26,acceptance,2020-11-26,Fall 2021,,
fc398251-f26,enrollment,2021-09-02,Fall 2021,full-time,1.0
1410e47c-3b5,application,2018-10-03,Fall 2019,,
1410e47c-3b5,acceptance,2018-11-09,Fall 2019,,
1410e47c-3b5,enrollment,2019-09-04,Fall 2019,full-time,1.0
e4f1a9e2-c81,application,2019-11-02,Fall 2020,,
e4f1a9e2-c81,acceptance,2019-12-17,Fall 2020,,
e4f1a9e2-c81,enrollment,2020-09-03,Fall 2020,full-time,1.0
37afb7f0-a05,application,2020-12-12,Fall 2021,,
37afb7f0-a05,acceptance,2021-03-02,Fall 2021,,
37afb7f0-a05,enrollment,2021-08-29,Fall 2021,full-time,0.0
37afb7f0-a05,withdrawal,2022-02-20,Spring 2022,not_enrolled,0.0
2ef5fe9c-e21,application,2019-03-11,Fall 2019,,
2ef5fe9c-e21,acceptance,2019-04-21,Fall 2019,,
2ef5fe9c-e21,enrollment,2019-08-24,Fall 2019,full-time,1.0
a74b4e38-342,application,2021-01-07,Fall 2021,,
a74b4e38-342,acceptance,2021-03-15,Fall 2021,,
a74b4e38-342,enrollment,2021-08-25,Fall 2021,part-time,0.0
a74b4e38-342,withdrawal,2022-03-06,Spring 2022,not_enrolled,0.0
084cf80e-442,application,2020-03-22,Fall 2020,,
084cf80e-442,acceptance,2020-04-29,Fall 2020,,
084cf80e-442,enrollment,2020-09-01,Fall 2020,full-time,1.0
931686d9-979,application,2020-02-11,Fall 2020,,
931686d9-979,acceptance,2020-04-07,Fall 2020,,
931686d9-979,enrollment,2020-09-13,Fall 2020,full-time,0.0
931686d9-979,withdrawal,2021-05-01,Spring 2021,not_enrolled,0.0
79d82d05-68c,application,2020-12-17,Fall 2021,,
79d82d05-68c,acceptance,2021-02-01,Fall 2021,,
79d82d05-68c,enrollment,2021-09-01,Fall 2021,part-time,1.0
0abe2b68-b42,application,2020-01-16,Fall 2020,,
0abe2b68-b42,acceptance,2020-02-18,Fall 2020,,
0abe2b68-b42,enrollment,2020-08-19,Fall 2020,part-time,0.0
0abe2b68-b42,withdrawal,2021-04-29,Spring 2021,not_enrolled,0.0
eadc7e7f-8f5,application,2021-01-08,Fall 2021,,
eadc7e7f-8f5,acceptance,2021-02-26,Fall 2021,,
eadc7e7f-8f5,enrollment,2021-08-19,Fall 2021,full-time,0.0
eadc7e7f-8f5,withdrawal,2022-06-04,Spring 2022,not_enrolled,0.0
23ccbe74-199,application,2018-12-19,Fall 2019,,
23ccbe74-199,acceptance,2019-02-20,Fall 2019,,
23ccbe74-199,enrollment,2019-08-17,Fall 2019,part-time,1.0
27784954-ff4,application,2020-10-13,Fall 2021,,
27784954-ff4,acceptance,2020-12-21,Fall 2021,,
27784954-ff4,enrollment,2021-08-29,Fall 2021,full-time,1.0
fc46a214-504,application,2020-01-09,Fall 2020,,
fc46a214-504,acceptance,2020-02-15,Fall 2020,,
fc46a214-504,enrollment,2020-09-12,Fall 2020,part-time,1.0
1d54f64b-2e5,application,2019-03-24,Fall 2019,,
1d54f64b-2e5,acceptance,2019-06-10,Fall 2019,,
1d54f64b-2e5,enrollment,2019-09-11,Fall 2019,full-time,1.0
5f322fd3-5bf,application,2019-03-05,Fall 2019,,
5f322fd3-5bf,acceptance,2019-05-19,Fall 2019,,
5f322fd3-5bf,enrollment,2019-08-22,Fall 2019,full-time,1.0
