student_id,term,term_code,term_gpa,cumulative_gpa,credits_attempted,credits_earned,course_count,major,major_changed_flag,academic_standing,campus
8291e97b-51e,Spring 2020,202000,3.68,2.91,19,19,5,Biology,False,good,Main Campus
9cd71a3c-879,Spring 2021,202100,1.86,1.86,15,14,5,Business Administration,False,probation,Main Campus
9cd71a3c-879,Fall 2021,202110,2.31,2.08,12,10,3,Business Administration,False,good,Main Campus
3a90dd45-d36,Spring 2021,202100,3.0,3.0,14,14,4,Computer Science,False,good,Satellite North
3a90dd45-d36,Fall 2021,202110,2.83,2.92,16,14,6,Computer Science,False,good,Satellite North
7101be9a-af9,Fall 2019,201900,2.74,2.74,17,16,5,Music,False,good,Online
7101be9a-af9,Spring 2020,202000,1.92,2.33,11,10,5,Music,False,good,Online
7101be9a-af9,Fall 2020,202010,4.0,2.89,17,15,3,Music,False,good,Online
628d9653-54d,Spring 2021,202100,2.08,2.08,15,13,5,Computer Science,False,good,Downtown Center
628d9653-54d,Fall 2021,202110,2.0,2.04,19,18,6,Computer Science,False,good,Downtown Center
f658fd99-c7c,Spring 2021,202100,1.88,1.88,18,15,6,Business Administration,False,probation,Main Campus
f658fd99-c7c,Fall 2021,202110,2.23,2.05,15,12,5,Business Administration,False,good,Main Campus
0ae792fe-6cb,Spring 2020,202000,3.38,3.38,15,13,5,Philosophy,False,good,Satellite North
0ae792fe-6cb,Fall 2020,202010,3.17,3.28,13,12,4,Philosophy,False,good,Satellite North
d44529d4-f9a,Spring 2021,202100,3.25,3.25,15,15,5,History,False,good,Online
d44529d4-f9a,Fall 2021,202110,2.23,2.74,13,11,5,History,False,good,Online
d44529d4-f9a,Spring 2022,202200,2.48,2.65,13,12,5,History,False,good,Online
3421cbef-5ee,Spring 2020,202000,2.33,2.33,10,9,3,Economics,False,good,Downtown Center
3421cbef-5ee,Fall 2020,202010,1.21,1.77,11,10,4,History,True,probation,Downtown Center
44d37c98-bae,Fall 2019,201900,2.97,2.97,16,14,6,Education,False,good,Main Campus
44d37c98-bae,Spring 2020,202000,1.92,2.45,16,16,4,Education,False,good,Main Campus
4dec0f3c-822,Spring 2021,202100,3.13,3.13,16,16,5,Sociology,False,good,Satellite North
4dec0f3c-822,Fall 2021,202110,2.94,3.04,16,14,5,Sociology,False,good,Satellite North
4dec0f3c-822,Spring 2022,202200,2.19,2.76,13,12,6,Sociology,False,good,Satellite North
c3b374c4-dcd,Spring 2020,202000,2.45,2.45,17,17,5,Communications,False,good,Online
c3b374c4-dcd,Fall 2020,202010,3.95,3.2,17,15,3,Computer Science,True,good,Online
c3b374c4-dcd,Spring 2021,202100,3.3,3.23,13,12,3,Computer Science,False,good,Online
c3b374c4-dcd,Fall 2021,202110,3.78,3.37,16,14,5,Computer Science,False,good,Online
c3b374c4-dcd,Spring 2022,202200,3.81,3.46,14,14,4,Computer Science,False,good,Online
48d28716-457,Fall 2019,201900,3.49,3.49,14,14,5,Undeclared,False,good,Main Campus
48d28716-457,Spring 2020,202000,2.4,2.94,13,12,6,Undeclared,False,good,Main Campus
1cd510e5-15a,Fall 2019,201900,2.6,2.6,14,13,4,English,False,good,Main Campus
1cd510e5-15a,Spring 2020,202000,2.5,2.55,16,15,4,English,False,good,Main Campus
446a9bf5-1b1,Fall 2019,201900,2.75,2.75,13,13,5,English,False,good,Satellite North
446a9bf5-1b1,Spring 2020,202000,2.94,2.84,9,8,3,English,False,good,Satellite North
7b4f8cb3-46d,Fall 2019,201900,3.41,3.41,8,6,6,Art,False,good,Online
7b4f8cb3-46d,Spring 2020,202000,3.17,3.29,15,15,2,Art,False,good,Online
7b4f8cb3-46d,Fall 2020,202010,3.31,3.3,12,12,2,Art,False,good,Online
c40cd06b-0a5,Fall 2019,201900,3.21,3.21,12,12,3,History,False,good,Online
c40cd06b-0a5,Spring 2020,202000,1.74,2.48,16,16,5,History,False,good,Online
c0f3469f-c6c,Fall 2019,201900,3.0,3.0,12,10,3,Communications,False,good,Satellite North
c0f3469f-c6c,Spring 2020,202000,2.63,2.82,13,13,4,Communications,False,good,Satellite North
1836a30f-d17,Spring 2020,202000,2.8,2.8,15,13,4,Biology,False,good,Main Campus
1836a30f-d17,Fall 2020,202010,2.6,2.7,10,9,6,Political Science,True,good,Main Campus
d1de9ca8-047,Spring 2021,202100,2.39,2.39,15,14,5,History,False,good,Online
d1de9ca8-047,Fall 2021,202110,2.87,2.63,12,12,3,Economics,True,good,Online
dac3be16-9c0,Spring 2021,202100,3.13,3.13,9,9,2,Business Administration,False,good,Main Campus
dac3be16-9c0,Fall 2021,202110,3.66,3.4,16,15,4,Business Administration,False,good,Main Campus
dac3be16-9c0,Spring 2022,202200,2.68,3.16,17,16,4,Business Administration,False,good,Main Campus
ea952869-1a8,Spring 2020,202000,3.29,3.29,20,20,5,Chemistry,False,good,Downtown Center
ea952869-1a8,Fall 2020,202010,3.35,3.32,16,16,4,Chemistry,False,good,Downtown Center
ea952869-1a8,Spring 2021,202100,3.81,3.48,13,13,5,Engineering,True,good,Downtown Center
ea952869-1a8,Fall 2021,202110,3.31,3.44,18,17,3,Engineering,False,good,Downtown Center
23cfd853-b1d,Spring 2021,202100,2.34,2.34,17,15,4,Education,False,good,Main Campus
23cfd853-b1d,Fall 2021,202110,2.68,2.51,17,15,5,Education,False,good,Main Campus
23cfd853-b1d,Spring 2022,202200,1.87,2.3,9,9,4,Education,False,good,Main Campus
05b91f63-fea,Fall 2019,201900,2.28,2.28,17,17,5,Philosophy,False,good,Satellite South
05b91f63-fea,Spring 2020,202000,2.8,2.54,18,17,4,Philosophy,False,good,Satellite South
4a807eed-6a8,Spring 2021,202100,2.49,2.49,13,13,5,Political Science,False,good,Satellite North
4a807eed-6a8,Fall 2021,202110,2.5,2.5,11,10,3,Political Science,False,good,Satellite North
4a807eed-6a8,Spring 2022,202200,3.15,2.72,17,17,5,Political Science,False,good,Satellite North
3d57c7a6-af8,Fall 2019,201900,1.25,1.25,16,15,3,Nursing,False,suspension,Main Campus
3d57c7a6-af8,Spring 2020,202000,2.63,1.94,12,11,5,Education,True,probation,Main Campus
b6eb774a-d57,Spring 2021,202100,2.3,2.3,17,17,5,Biology,False,good,Main Campus
b6eb774a-d57,Fall 2021,202110,2.67,2.48,14,13,3,Biology,False,good,Main Campus
b6eb774a-d57,Spring 2022,202200,2.88,2.61,16,15,4,Sociology,True,good,Main Campus
e256ea77-ccb,Spring 2020,202000,2.54,2.54,12,9,4,Education,False,good,Satellite South
e256ea77-ccb,Fall 2020,202010,3.06,2.8,17,17,4,Education,False,good,Satellite South
fa024f5e-eba,Fall 2019,201900,2.72,2.72,15,11,4,Education,False,good,Main Campus
fa024f5e-eba,Spring 2020,202000,2.3,2.51,6,4,6,Engineering,True,good,Main Campus
3047d311-a2d,Spring 2020,202000,3.78,3.78,18,17,5,Chemistry,False,good,Main Campus
3047d311-a2d,Fall 2020,202010,3.33,3.56,19,19,5,Chemistry,False,good,Main Campus
3047d311-a2d,Spring 2021,202100,3.96,3.69,15,15,5,Undeclared,True,good,Main Campus
3047d311-a2d,Fall 2021,202110,4.0,3.77,16,15,4,Undeclared,False,good,Main Campus
3047d311-a2d,Spring 2022,202200,3.45,3.71,16,14,6,Undeclared,False,good,Main Campus
a8cbb02a-98c,Spring 2021,202100,2.84,2.84,15,14,5,Computer Science,False,good,Main Campus
a8cbb02a-98c,Fall 2021,202110,3.56,3.2,17,16,4,Computer Science,False,good,Main Campus
a8cbb02a-98c,Spring 2022,202200,2.26,2.89,18,18,5,Computer Science,False,good,Main Campus
5747f6d2-b15,Spring 2021,202100,2.93,2.93,18,17,7,Communications,False,good,Online
5747f6d2-b15,Fall 2021,202110,2.49,2.71,18,18,4,Communications,False,good,Online
644ef525-7ce,Fall 2019,201900,2.47,2.47,13,13,4,Political Science,False,good,Online
644ef525-7ce,Spring 2020,202000,2.64,2.56,19,18,5,Political Science,False,good,Online
644ef525-7ce,Fall 2020,202010,2.17,2.43,15,14,4,Political Science,False,good,Online
d50b8092-7ab,Spring 2020,202000,3.28,3.28,17,15,4,Art,False,good,Satellite North
d50b8092-7ab,Fall 2020,202010,3.58,3.43,11,11,5,Political Science,True,good,Satellite North
d50b8092-7ab,Spring 2021,202100,3.3,3.39,18,16,5,Political Science,False,good,Satellite North
918b8aaa-66b,Spring 2020,202000,2.63,2.63,16,16,3,Education,False,good,Main Campus
918b8aaa-66b,Fall 2020,202010,3.37,3.0,12,11,5,Education,False,good,Main Campus
2bf5ba23-6a8,Fall 2019,201900,1.88,1.88,14,13,5,Biology,False,probation,Online
2bf5ba23-6a8,Spring 2020,202000,2.85,2.37,15,15,5,Biology,False,good,Online
e98b7fa6-f18,Fall 2019,201900,2.76,2.76,17,16,6,Political Science,False,good,Main Campus
e98b7fa6-f18,Spring 2020,202000,3.17,2.96,14,14,5,Political Science,False,good,Main Campus
e98b7fa6-f18,Fall 2020,202010,3.64,3.19,20,19,5,Political Science,False,good,Main Campus
f774ad75-1f3,Spring 2021,202100,2.37,2.37,11,11,5,Psychology,False,good,Downtown Center
f774ad75-1f3,Fall 2021,202110,3.07,2.72,9,6,3,Economics,True,good,Downtown Center
123b5e3d-fcf,Spring 2021,202100,2.93,2.93,18,16,4,Business Administration,False,good,Satellite North
123b5e3d-fcf,Fall 2021,202110,3.13,3.03,16,15,4,Business Administration,False,good,Satellite North
123b5e3d-fcf,Spring 2022,202200,3.66,3.24,14,14,4,Nursing,True,good,Satellite North
09a955df-321,Spring 2020,202000,3.27,3.27,21,20,6,Philosophy,False,good,Online
09a955df-321,Fall 2020,202010,3.75,3.51,14,13,7,Philosophy,False,good,Online
09a955df-321,Spring 2021,202100,2.22,3.08,13,9,3,Philosophy,False,good,Online
09a955df-321,Fall 2021,202110,3.11,3.09,15,13,7,Mathematics,True,good,Online
89ddc739-cb1,Spring 2020,202000,2.21,2.21,15,13,5,Psychology,False,good,Satellite North
89ddc739-cb1,Fall 2020,202010,2.59,2.4,13,12,5,Psychology,False,good,Satellite North
5999f9b5-1a2,Spring 2020,202000,3.56,3.56,15,13,4,Nursing,False,good,Main Campus
5999f9b5-1a2,Fall 2020,202010,3.38,3.47,19,19,4,Nursing,False,good,Main Campus
5999f9b5-1a2,Spring 2021,202100,2.81,3.25,12,12,4,Nursing,False,good,Main Campus
5999f9b5-1a2,Fall 2021,202110,3.14,3.22,13,13,7,Nursing,False,good,Main Campus
49f0cf7c-76e,Fall 2019,201900,3.46,3.46,10,7,3,Psychology,False,good,Main Campus
49f0cf7c-76e,Spring 2020,202000,3.09,3.28,18,16,6,Psychology,False,good,Main Campus
b6355b8c-cca,Spring 2020,202000,3.24,3.24,19,17,5,Chemistry,False,good,Main Campus
b6355b8c-cca,Fall 2020,202010,3.31,3.28,13,13,5,Chemistry,False,good,Main Campus
b6355b8c-cca,Spring 2021,202100,2.78,3.11,14,13,4,Chemistry,False,good,Main Campus
289e0591-e27,Fall 2019,201900,2.37,2.37,11,10,4,Computer Science,False,good,Main Campus
289e0591-e27,Spring 2020,202000,3.27,2.82,14,12,5,Computer Science,False,good,Main Campus
289e0591-e27,Fall 2020,202010,2.69,2.78,19,17,5,Computer Science,False,good,Main Campus
2bd70b22-808,Spring 2021,202100,2.87,2.87,20,19,3,Communications,False,good,Main Campus
2bd70b22-808,Fall 2021,202110,2.67,2.77,19,18,6,Communications,False,good,Main Campus
5f17cd49-2df,Spring 2021,202100,2.91,2.91,12,11,5,Mathematics,False,good,Online
5f17cd49-2df,Fall 2021,202110,1.83,2.37,14,14,4,Mathematics,False,good,Online
8a5761c1-6f8,Spring 2020,202000,3.65,3.65,16,14,5,Business Administration,False,good,Main Campus
8a5761c1-6f8,Fall 2020,202010,3.11,3.38,16,15,4,Business Administration,False,good,Main Campus
8a5761c1-6f8,Spring 2021,202100,3.9,3.55,15,14,5,Business Administration,False,good,Main Campus
e2b379d6-d43,Fall 2019,201900,3.43,3.43,12,12,8,Psychology,False,good,Main Campus
e2b379d6-d43,Spring 2020,202000,2.11,2.77,16,14,5,Psychology,False,good,Main Campus
0ea06320-e5c,Fall 2019,201900,3.14,3.14,14,12,3,Education,False,good,Online
0ea06320-e5c,Spring 2020,202000,3.21,3.18,16,15,6,Business Administration,True,good,Online
0ea06320-e5c,Fall 2020,202010,2.43,2.93,15,15,4,Business Administration,False,good,Online
f7489fb3-d3c,Fall 2019,201900,2.28,2.28,13,13,5,Political Science,False,good,Main Campus
f7489fb3-d3c,Spring 2020,202000,2.6,2.44,16,14,5,Political Science,False,good,Main Campus
b480be6c-185,Fall 2019,201900,3.36,3.36,12,12,3,Biology,False,good,Online
b480be6c-185,Spring 2020,202000,3.64,3.5,11,9,4,Biology,False,good,Online
b480be6c-185,Fall 2020,202010,3.46,3.49,16,14,5,Biology,False,good,Online
63be5804-5cb,Spring 2021,202100,2.99,2.99,18,17,5,Education,False,good,Main Campus
63be5804-5cb,Fall 2021,202110,3.2,3.1,15,15,5,Education,False,good,Main Campus
63be5804-5cb,Spring 2022,202200,2.96,3.05,16,15,6,Education,False,good,Main Campus
849eef15-bee,Fall 2019,201900,3.05,3.05,13,11,3,Biology,False,good,Online
849eef15-bee,Spring 2020,202000,2.08,2.56,12,10,3,Biology,False,good,Online
e2a50945-6d1,Spring 2020,202000,2.58,2.58,10,10,5,Economics,False,good,Main Campus
e2a50945-6d1,Fall 2020,202010,3.23,2.9,14,13,4,Economics,False,good,Main Campus
e2a50945-6d1,Spring 2021,202100,2.54,2.78,16,14,6,Economics,False,good,Main Campus
3383383b-f1c,Spring 2020,202000,3.44,3.44,19,18,3,History,False,good,Main Campus
3383383b-f1c,Fall 2020,202010,2.52,2.98,15,14,5,History,False,good,Main Campus
3383383b-f1c,Spring 2021,202100,3.86,3.27,12,11,6,History,False,good,Main Campus
e25abc59-58e,Spring 2021,202100,2.7,2.7,15,15,5,Economics,False,good,Downtown Center
e25abc59-58e,Fall 2021,202110,2.86,2.78,19,16,7,Economics,False,good,Downtown Center
fcc0f761-6a3,Spring 2020,202000,2.74,2.74,14,12,5,Political Science,False,good,Satellite North
fcc0f761-6a3,Fall 2020,202010,3.09,2.92,12,10,3,Political Science,False,good,Satellite North
fcc0f761-6a3,Spring 2021,202100,3.0,2.95,14,11,4,Political Science,False,good,Satellite North
03e3f209-c4e,Spring 2020,202000,1.96,1.96,17,17,4,History,False,probation,Main Campus
03e3f209-c4e,Fall 2020,202010,2.64,2.3,15,15,5,History,False,good,Main Campus
9ceb9568-f8f,Fall 2019,201900,2.6,2.6,9,5,6,Music,False,good,Downtown Center
9ceb9568-f8f,Spring 2020,202000,2.43,2.52,16,15,5,Music,False,good,Downtown Center
9ceb9568-f8f,Fall 2020,202010,2.89,2.64,21,20,3,Music,False,good,Downtown Center
97971169-580,Fall 2019,201900,2.97,2.97,15,14,5,Art,False,good,Main Campus
97971169-580,Spring 2020,202000,2.35,2.66,20,17,6,Computer Science,True,good,Main Campus
6ed71343-3d5,Fall 2019,201900,2.73,2.73,19,15,7,Economics,False,good,Satellite North
6ed71343-3d5,Spring 2020,202000,2.87,2.8,14,13,4,Economics,False,good,Satellite North
6ed71343-3d5,Fall 2020,202010,3.19,2.93,9,8,5,Economics,False,good,Satellite North
305a8970-cc9,Spring 2020,202000,3.7,3.7,11,10,4,Philosophy,False,good,Online
305a8970-cc9,Fall 2020,202010,3.25,3.48,12,10,6,Philosophy,False,good,Online
305a8970-cc9,Spring 2021,202100,2.31,3.09,15,15,5,Chemistry,True,good,Online
305a8970-cc9,Fall 2021,202110,3.4,3.17,16,16,4,Mathematics,True,good,Online
008b5ebe-617,Fall 2019,201900,3.97,3.97,15,15,6,Chemistry,False,good,Downtown Center
008b5ebe-617,Spring 2020,202000,3.62,3.8,17,17,5,Chemistry,False,good,Downtown Center
008b5ebe-617,Fall 2020,202010,4.0,3.87,15,15,3,Chemistry,False,good,Downtown Center
008b5ebe-617,Spring 2021,202100,3.31,3.73,14,14,5,Chemistry,False,good,Downtown Center
008b5ebe-617,Fall 2021,202110,3.84,3.75,15,14,3,Chemistry,False,good,Downtown Center
8e26ff85-231,Spring 2021,202100,3.35,3.35,16,14,3,Communications,False,good,Online
8e26ff85-231,Fall 2021,202110,2.9,3.12,14,14,4,Communications,False,good,Online
8e26ff85-231,Spring 2022,202200,2.83,3.02,21,20,4,Communications,False,good,Online
52598e89-4e6,Fall 2019,201900,2.42,2.42,10,9,6,Psychology,False,good,Online
52598e89-4e6,Spring 2020,202000,2.73,2.58,14,13,4,Psychology,False,good,Online
52598e89-4e6,Fall 2020,202010,3.87,3.01,10,10,5,Psychology,False,good,Online
58967704-22b,Fall 2019,201900,2.51,2.51,17,16,4,Biology,False,good,Downtown Center
58967704-22b,Spring 2020,202000,3.3,2.9,15,13,3,Biology,False,good,Downtown Center
58967704-22b,Fall 2020,202010,2.85,2.88,17,17,6,Biology,False,good,Downtown Center
f6e51307-fac,Fall 2019,201900,2.52,2.52,7,5,3,Music,False,good,Main Campus
f6e51307-fac,Spring 2020,202000,2.83,2.68,10,9,4,Music,False,good,Main Campus
32934d76-cfa,Fall 2019,201900,3.02,3.02,14,14,6,Business Administration,False,good,Main Campus
32934d76-cfa,Spring 2020,202000,2.65,2.84,15,13,4,Business Administration,False,good,Main Campus
32934d76-cfa,Fall 2020,202010,2.33,2.67,15,13,5,Business Administration,False,good,Main Campus
d9af0680-edd,Spring 2020,202000,2.66,2.66,13,12,6,Education,False,good,Main Campus
d9af0680-edd,Fall 2020,202010,2.32,2.49,14,13,4,Education,False,good,Main Campus
d9af0680-edd,Spring 2021,202100,2.85,2.61,6,6,4,Education,False,good,Main Campus
abdeaa4b-5d3,Spring 2020,202000,2.79,2.79,12,10,4,Computer Science,False,good,Downtown Center
abdeaa4b-5d3,Fall 2020,202010,2.42,2.6,21,20,3,Computer Science,False,good,Downtown Center
abdeaa4b-5d3,Spring 2021,202100,2.87,2.69,13,11,6,Computer Science,False,good,Downtown Center
9021d08d-6b9,Spring 2021,202100,3.3,3.3,17,15,4,Business Administration,False,good,Satellite North
9021d08d-6b9,Fall 2021,202110,2.89,3.1,17,17,4,Business Administration,False,good,Satellite North
9021d08d-6b9,Spring 2022,202200,2.75,2.98,19,18,5,Business Administration,False,good,Satellite North
73175ea3-9bd,Spring 2021,202100,2.42,2.42,11,10,4,Political Science,False,good,Main Campus
73175ea3-9bd,Fall 2021,202110,2.59,2.5,12,8,5,Political Science,False,good,Main Campus
9c2e7498-02f,Spring 2021,202100,3.73,3.73,14,13,3,Philosophy,False,good,Main Campus
9c2e7498-02f,Fall 2021,202110,2.82,3.28,16,16,6,Education,True,good,Main Campus
9c2e7498-02f,Spring 2022,202200,3.01,3.19,18,18,4,Education,False,good,Main Campus
0fb05f03-f28,Spring 2021,202100,3.53,3.53,14,12,3,Philosophy,False,good,Satellite North
0fb05f03-f28,Fall 2021,202110,3.54,3.54,11,9,4,Philosophy,False,good,Satellite North
0fb05f03-f28,Spring 2022,202200,3.2,3.43,12,11,3,Philosophy,False,good,Satellite North
9e9ba92d-882,Spring 2020,202000,3.2,3.2,9,8,5,Biology,False,good,Main Campus
9e9ba92d-882,Fall 2020,202010,2.85,3.03,16,16,4,Biology,False,good,Main Campus
21f06f20-1fc,Fall 2019,201900,1.76,1.76,19,15,6,Economics,False,probation,Main Campus
21f06f20-1fc,Spring 2020,202000,1.91,1.84,14,14,5,Economics,False,probation,Main Campus
c556ca39-e56,Spring 2021,202100,2.92,2.92,18,16,4,Economics,False,good,Main Campus
c556ca39-e56,Fall 2021,202110,1.95,2.44,10,9,6,Economics,False,good,Main Campus
e4517286-763,Fall 2019,201900,2.83,2.83,8,6,6,Nursing,False,good,Main Campus
e4517286-763,Spring 2020,202000,3.09,2.96,13,12,3,Nursing,False,good,Main Campus
e4517286-763,Fall 2020,202010,2.74,2.89,18,17,5,Nursing,False,good,Main Campus
e4517286-763,Spring 2021,202100,2.78,2.86,14,12,4,Nursing,False,good,Main Campus
d13043c9-a68,Spring 2020,202000,2.89,2.89,12,12,6,Biology,False,good,Downtown Center
d13043c9-a68,Fall 2020,202010,2.39,2.64,19,19,5,Biology,False,good,Downtown Center
9465081e-7c1,Spring 2020,202000,2.56,2.56,15,15,7,Art,False,good,Satellite North
9465081e-7c1,Fall 2020,202010,2.42,2.49,13,13,5,Art,False,good,Satellite North
4ce8225d-946,Spring 2020,202000,2.89,2.89,14,14,4,Psychology,False,good,Satellite South
4ce8225d-946,Fall 2020,202010,3.0,2.94,19,19,5,Psychology,False,good,Satellite South
4ce8225d-946,Spring 2021,202100,1.58,2.49,20,20,4,Psychology,False,good,Satellite South
e5167864-751,Fall 2019,201900,3.14,3.14,17,17,2,Art,False,good,Main Campus
e5167864-751,Spring 2020,202000,3.37,3.26,18,17,6,Art,False,good,Main Campus
e5167864-751,Fall 2020,202010,2.46,2.99,16,14,6,Art,False,good,Main Campus
9738890f-7b6,Fall 2019,201900,3.39,3.39,9,9,6,Biology,False,good,Satellite North
9738890f-7b6,Spring 2020,202000,3.14,3.26,18,15,5,Biology,False,good,Satellite North
9738890f-7b6,Fall 2020,202010,4.0,3.51,16,15,5,Biology,False,good,Satellite North
3d0b74e0-b52,Fall 2019,201900,2.92,2.92,15,15,4,Nursing,False,good,Main Campus
3d0b74e0-b52,Spring 2020,202000,2.49,2.7,13,11,4,Nursing,False,good,Main Campus
3d0b74e0-b52,Fall 2020,202010,1.74,2.38,17,17,5,Nursing,False,good,Main Campus
0627b3e9-558,Fall 2019,201900,3.0,3.0,6,6,3,Education,False,good,Satellite South
0627b3e9-558,Spring 2020,202000,2.45,2.72,11,10,5,Education,False,good,Satellite South
5afa025d-8d9,Fall 2019,201900,2.89,2.89,11,11,4,English,False,good,Main Campus
5afa025d-8d9,Spring 2020,202000,2.94,2.92,13,13,5,English,False,good,Main Campus
5afa025d-8d9,Fall 2020,202010,2.39,2.74,17,17,6,English,False,good,Main Campus
c1d1d582-0d8,Fall 2019,201900,2.42,2.42,14,13,3,Biology,False,good,Main Campus
c1d1d582-0d8,Spring 2020,202000,1.86,2.14,11,11,4,Biology,False,good,Main Campus
b9352fa8-743,Spring 2021,202100,3.27,3.27,16,16,4,Business Administration,False,good,Downtown Center
b9352fa8-743,Fall 2021,202110,3.6,3.44,14,13,5,Business Administration,False,good,Downtown Center
b9352fa8-743,Spring 2022,202200,3.19,3.36,13,12,4,Business Administration,False,good,Downtown Center
7dac46a9-936,Spring 2020,202000,2.26,2.26,15,11,3,Biology,False,good,Main Campus
7dac46a9-936,Fall 2020,202010,2.12,2.19,17,16,6,Biology,False,good,Main Campus
668b89c2-24d,Fall 2019,201900,3.53,3.53,18,15,5,Communications,False,good,Main Campus
668b89c2-24d,Spring 2020,202000,3.41,3.47,11,10,6,Communications,False,good,Main Campus
668b89c2-24d,Fall 2020,202010,2.97,3.3,13,12,4,Communications,False,good,Main Campus
668b89c2-24d,Spring 2021,202100,3.24,3.28,10,10,7,Chemistry,True,good,Main Campus
668b89c2-24d,Fall 2021,202110,3.35,3.29,14,13,4,Chemistry,False,good,Main Campus
c3c2ca58-ab9,Spring 2020,202000,2.49,2.49,11,10,5,History,False,good,Main Campus
c3c2ca58-ab9,Fall 2020,202010,3.69,3.09,15,14,4,History,False,good,Main Campus
c3c2ca58-ab9,Spring 2021,202100,3.66,3.28,14,14,4,History,False,good,Main Campus
c3c2ca58-ab9,Fall 2021,202110,3.44,3.32,16,14,5,History,False,good,Main Campus
c3c2ca58-ab9,Spring 2022,202200,3.75,3.41,18,16,5,History,False,good,Main Campus
a811d213-0e9,Spring 2021,202100,3.17,3.17,14,14,4,Business Administration,False,good,Online
a811d213-0e9,Fall 2021,202110,3.37,3.27,14,13,5,Business Administration,False,good,Online
a811d213-0e9,Spring 2022,202200,2.38,2.97,13,12,5,Business Administration,False,good,Online
5158c974-a07,Fall 2019,201900,2.5,2.5,12,11,4,Computer Science,False,good,Downtown Center
5158c974-a07,Spring 2020,202000,2.82,2.66,16,16,3,Computer Science,False,good,Downtown Center
2cb1be7a-ac2,Spring 2020,202000,2.25,2.25,21,19,4,Philosophy,False,good,Online
2cb1be7a-ac2,Fall 2020,202010,2.62,2.44,13,12,5,Philosophy,False,good,Online
2cb1be7a-ac2,Spring 2021,202100,2.24,2.37,13,12,3,Philosophy,False,good,Online
b270c42a-b83,Fall 2019,201900,2.91,2.91,10,10,5,Education,False,good,Main Campus
b270c42a-b83,Spring 2020,202000,2.6,2.76,16,15,4,Education,False,good,Main Campus
b270c42a-b83,Fall 2020,202010,2.75,2.76,16,14,6,Business Administration,True,good,Main Campus
933a6d58-ee4,Spring 2020,202000,2.05,2.05,19,18,5,Art,False,good,Main Campus
933a6d58-ee4,Fall 2020,202010,2.35,2.2,15,13,4,Art,False,good,Main Campus
3a5abefc-d3f,Spring 2020,202000,2.88,2.88,13,13,2,Engineering,False,good,Online
3a5abefc-d3f,Fall 2020,202010,2.64,2.76,21,19,4,Engineering,False,good,Online
3a5abefc-d3f,Spring 2021,202100,2.95,2.82,14,12,6,Engineering,False,good,Online
6109dbb5-18f,Spring 2021,202100,2.29,2.29,12,10,4,Art,False,good,Downtown Center
6109dbb5-18f,Fall 2021,202110,2.62,2.46,17,17,4,Art,False,good,Downtown Center
97e0196c-d3b,Fall 2019,201900,3.54,3.54,14,14,5,Political Science,False,good,Downtown Center
97e0196c-d3b,Spring 2020,202000,3.46,3.5,15,13,3,Political Science,False,good,Downtown Center
97e0196c-d3b,Fall 2020,202010,3.25,3.42,9,7,4,Political Science,False,good,Downtown Center
97e0196c-d3b,Spring 2021,202100,3.54,3.45,15,14,3,Philosophy,True,good,Downtown Center
97e0196c-d3b,Fall 2021,202110,2.72,3.3,16,15,5,Philosophy,False,good,Downtown Center
a74d1d6d-499,Spring 2020,202000,2.51,2.51,17,17,3,History,False,good,Main Campus
a74d1d6d-499,Fall 2020,202010,2.85,2.68,21,20,3,History,True,good,Main Campus
a74d1d6d-499,Spring 2021,202100,2.47,2.61,14,14,4,Education,True,good,Main Campus
3b3faab6-d35,Spring 2020,202000,2.81,2.81,19,19,3,English,False,good,Satellite North
3b3faab6-d35,Fall 2020,202010,3.5,3.16,11,10,3,English,False,good,Satellite North
3b3faab6-d35,Spring 2021,202100,3.02,3.11,15,15,4,English,False,good,Satellite North
88fe824f-b23,Spring 2020,202000,2.6,2.6,14,12,5,Education,False,good,Main Campus
88fe824f-b23,Fall 2020,202010,2.99,2.8,14,12,5,Education,False,good,Main Campus
88fe824f-b23,Spring 2021,202100,2.91,2.84,14,13,6,Nursing,True,good,Main Campus
409cc931-570,Fall 2019,201900,2.15,2.15,14,14,3,Philosophy,False,good,Satellite North
409cc931-570,Spring 2020,202000,2.03,2.09,18,17,4,Philosophy,False,good,Satellite North
409cc931-570,Fall 2020,202010,2.6,2.26,15,15,5,Philosophy,False,good,Satellite North
8c062a0c-3da,Fall 2019,201900,3.26,3.26,15,12,4,Business Administration,False,good,Main Campus
8c062a0c-3da,Spring 2020,202000,3.33,3.3,16,16,5,Business Administration,False,good,Main Campus
8c062a0c-3da,Fall 2020,202010,3.75,3.45,13,13,7,Business Administration,False,good,Main Campus
8c062a0c-3da,Spring 2021,202100,2.91,3.32,13,11,6,Business Administration,False,good,Main Campus
499c1cae-700,Spring 2020,202000,2.36,2.36,14,14,5,Economics,False,good,Downtown Center
499c1cae-700,Fall 2020,202010,2.78,2.57,15,13,5,Economics,False,good,Downtown Center
499c1cae-700,Spring 2021,202100,3.37,2.84,13,12,3,Music,True,good,Downtown Center
91280c46-b13,Fall 2019,201900,3.02,3.02,15,14,5,Mathematics,False,good,Online
91280c46-b13,Spring 2020,202000,3.3,3.16,20,19,5,Mathematics,False,good,Online
91280c46-b13,Fall 2020,202010,2.37,2.9,19,18,2,Mathematics,False,good,Online
